sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 7,133,ختن ليگ,Ḫotanlig,originating in Khotan,хотандық,хотанский,xotanlik,Hotanlı,Ḫotanlig,chg,word,1,
Ch 7,134,آطليغ,aṭlıǧ,horse-owning,атты,имеющий лошадь,otliq,atlı,aṭlıǧ,chg,word,1,
Ch 7,135,آطليغ,aṭlıǧ,on horseback,аттылы,верхом,otliq,atlı,aṭlıǧ,chg,word,1,
Ch 7,143,راست ليق,rāstlıq,truth,растық,истина,rostlik,rastlık,rāstlıq,chg,word,1,
Ch 7,144,چونک لوق,çoñluq,largeness,чоңдық,величие,cho'nglik,büyüklük,çoñluq,chg,word,1,
Ch 7,145,کچيک ليک,kiçiklik,smallness,кішілік,малость,kichiklik,küçüklük,kiçiklik,chg,word,1,
Ch 7,146,کچيک ليک,kiçiklik,youth,жастық,молодость,kichiklik,küçüklük,kiçiklik,chg,word,1,
Ch 7,147,پادشاەليق,pādişāhlıq,kingship,патшалық,царствование,podshohlik,padişahlık,pādişāhlıq,chg,word,1,
Ch 7,148,بلاليق,balalıq,childhood,балалық,детство,bolalik,çocukluk,balalıq,chg,word,1,
Ch 7,149,خداليق,ḫudālıq,deity,құдайлық,божественность,xudalik,tanrılık,ḫudālıq,chg,word,1,
Ch 7,150,خداليق,ḫudālıq,godliness,тақуалық,набожность,xudalik,dindarlık,ḫudālıq,chg,word,1,
Ch 8,0,شرقی,şarq,eastern,шығыс,восточный,sharqiy,doğu,şarq,chg,word,1,
Ch 8,1,ترکستان,Türkistān,Turkistan,Түркістан,Туркестан,Turkiston,Türkistan,Türkistān,chg,word,1,
Ch 8,2,ترکستان,Türkistān,the land of the Turks,Түркістан,Туркестан,Turkiston,Türkistan,Türkistān,chg,word,1,
Ch 8,3,حیات,ḥayāt,life,өмір,жизнь,hayot,hayat,ḥayāt,chg,word,1,
Ch 8,4,یکشنبە,yekşenbih,Sunday,жексенбі,воскресенье,yakshanba,pazar,yekşenbih,chg,word,1,
Ch 8,5,واقعە,wāqıʿa,incident,оқиға,инцидент,voqea,vaka,wāqıʿa,chg,word,1,
Ch 8,6,واقعە,wāqıʿa,event,оқиға,событие,voqea,olay,wāqıʿa,chg,word,1,
Ch 8,7,جمادى الاخیر,cämādiü'l-āḫir,the month of Jumada al-Akhir,Жүмәдәл-ахир,Джумада аль-ахира,Jumodiloxir,Cemaziyelahir,cämādiü'l-āḫir,chg,word,1,
Ch 8,8,سحر,saḥar,early morning,сәске,раннее утро,sahar,seher,saḥar,chg,word,1,
Ch 8,9,کچە,keçe,night,түн,ночь,kecha,gece,keçe,chg,word,1,
Ch 8,10,کچە,keçe,evening,кеш,вечер,kechqurun,akşam,keçe,chg,word,1,
Ch 8,11,غفلت,ǧaflat,carelessness,ғапылдық,беспечность,g'aflat,gaflet,ǧaflat,chg,word,1,
Ch 8,12,غفلت,ǧaflat,inattention,қамсыздық,невнимательность,g'aflat,dikkatsizlik,ǧaflat,chg,word,1,
Ch 8,13,فايدالان-,fāydalan-,to use,пайдалану,воспользоваться,foydalanmoq,faydalanmak,fāydalan-,chg,word,1,
Ch 8,15,تونکان,Tungan,Dungan,дүнген,дунган,dungan,Dungan,Tungan,chg,word,1,
Ch 8,16,تونکان,Tungan,Hui,дүнген,дунган,dungan,Dungan,Tungan,chg,word,1,
Ch 8,17,تونکان,Tungan,Sino-Muslim,дүнген,дунган,dungan,Dungan,Tungan,chg,word,1,
Ch 8,18,تونکان,Tungan,Chinese-speaking Muslim,дүнген,дунган,dungan,Dungan,Tungan,chg,word,1,
Ch 8,19,فرقە,firqa,group,топ,группа,firqa,fırka,firqa,chg,word,1,
Ch 8,20,چت,çet,outlying,шет,отдаленный,chet,uzak,çet,chg,word,1,
Ch 8,21,چت,çet,distant,шеткі,крайний,chet,kenar,çet,chg,word,1,
Ch 8,22,موندين,mundın,from this,бұдан,отсюда,bundan,bundan,mundın,chg,word,1,
Ch 8,23,عسکر,ʿasker,soldier,сарбаз,солдат,askar,asker,ʿasker,chg,word,1,
Ch 8,24,طرف,ṭaraf,side,тарап,сторона,taraf,taraf,ṭaraf,chg,word,1,
Ch 8,25,طرفيدين,ṭarafıdın,by,тарапынан,со стороны,tomonidan,tarafından,ṭarafıdın,chg,word,1,
Ch 8,26,آت-,at-,to shoot,ату,стрелять,otmoq,ateş etmek,at-,chg,word,1,
Ch 8,27,سراي,sarāy,serai,сарай,сарай,saroy,saray,sarāy,chg,word,1,
Ch 8,28,قاما-,qama-,to lock,қамау,запирать,qamamoq,kapamak,qama-,chg,word,1,
Ch 8,29,قاما-,qama-,to shut in,қамау,окружать,qamamoq,kuşatmak,qama-,chg,word,1,
Ch 8,30,يت-,yet-,to arrive,жету,прибывать,yetmoq,yetişmek,yet-,chg,word,1,
Ch 8,32,شوندە,şunda,in that place,сонда,там,shunda,şurada,şunda,chg,word,1,
Ch 8,33,ثلمت,s̱ulmat,crack,саңылау,трещина,yoriq,çatlak,s̱ulmat,chg,word,1,
Ch 8,34,ثلمت,s̱ulmat,hole,тесік,дыра,teshik,delik,s̱ulmat,chg,word,1,
Ch 8,35,اوچرا-,uçra-,to encounter,ұшырау,сталкиваться,uchramoq,rastlamak,uçra-,chg,word,1,
Ch 8,36,باقي,bāq,remainder,қалғаны,остальные,boqiysi,kalanı,bāq,chg,word,1,
Ch 8,37,آرقە,arqa,back,арқа,задняя часть,orqa,arka,arqa,chg,word,1,
Ch 8,38,تيشلا-,tişle-,to bite,тістеу,кусать,tishlamoq,dişlemek,tişle-,chg,word,1,
Ch 8,39,تيشلا-,tişle-,to dig through,тесу,прогрызать,teshmoq,delmek,tişle-,chg,word,1,
Ch 8,40,قاچ-,qaç-,to flee,қашу,бежать,qochmoq,kaçmak,qaç-,chg,word,1,
Ch 8,41,قال-,qal-,to stay,қалу,оставаться,qolmoq,kalmak,qal-,chg,word,1,
Ch 8,42,قال-,qal-,to remain,қалу,пребывать,qolmoq,kalmak,qal-,chg,word,1,
Ch 8,43,قال-,qal-,to be left in a state of …,қалу,оставаться в состоянии,qolmoq,kalmak,qal-,chg,word,1,
Ch 8,44,پايناف,Paynaf,Paynap,Пайнап,Пайнап,Paynap,Paynap,Paynaf,chg,word,1,
Ch 8,45,اوت,ot,fire,от,огонь,o't,ateş,ot,chg,word,1,
Ch 8,46,ياق-,yaq-,to light,жағу,зажигать,yoqmoq,yakmak,yaq-,chg,word,1,
Ch 8,48,حال,ḥāl,state of being,хал,состояние,hol,hal,ḥāl,chg,word,1,
Ch 8,49,هجوم,hücūm,attack,шабуыл,атака,hujum,hücum,hücūm,chg,word,1,
Ch 8,50,تعقيب,taʿqı̇̄b,pursuit,қуғын,преследование,ta'qib,takip,taʿqı̇̄b,chg,word,1,
Ch 8,53,خچرچی,Ḫaçarçı,Khujand,Ходжент,Худжанд,Xo'jand,Hucend,Ḫaçarçı,chg,word,1,
Ch 8,54,اوزبک,Özbek,Uzbek,өзбек,узбек,o'zbek,Özbek,Özbek,chg,word,1,
Ch 8,56,اولتور-,öltür-,to kill,өлтіру,убивать,o'ldirmoq,öldürmek,öltür-,chg,word,1,
Ch 8,57,کوب,köp,many,көп,много,ko'p,çok,köp,chg,word,1,
Ch 8,58,يارالا-,yarala-,to wound,жаралау,ранить,yaralamoq,yaralamak,yarala-,chg,word,1,
Ch 8,59,شهر,şahar,city,қала,город,shahar,şehir,şahar,chg,word,1,
Ch 8,61,ايچي,içi,inside,іші,внутри,ichi,içi,içi,chg,word,1,
Ch 8,64,ملطيق,mılṭıq,rifle,мылтық,винтовка,miltiq,tüfek,mılṭıq,chg,word,1,
Ch 8,65,کتە,kättä,large,үлкен,большой,katta,büyük,kättä,chg,word,1,
Ch 8,66,غنيمت,ǧanı̇̄met,booty,олжа,трофей,g'animat,ganimet,ǧanı̇̄met,chg,word,1,
Ch 8,67,غنيمت,ǧanı̇̄met,spoils,олжа,добыча,o'lja,ganimet,ǧanı̇̄met,chg,word,1,
Ch 8,68,اسير,äsı̇̄r,prisoner,тұтқын,пленный,asir,esir,äsı̇̄r,chg,word,1,
Ch 8,69,توت-,tut-,to seize,ұстау,схватить,tutmoq,tutmak,tut-,chg,word,1,
Ch 8,70,آتیل-,atıl-,to be shot,атылу,быть застреленным,otilmoq,vurulmak,atıl-,chg,word,1,
Ch 8,71,قامال-,qamal-,to be shut in,қамалу,быть запертым,qamalmoq,kuşatılmak,qamal-,chg,word,1,
Ch 8,72,اولتورول-,öltürül-,to be killed,өлтірілу,быть убитым,o'ldirilmoq,öldürülmek,öltürül-,chg,word,1,
Ch 8,73,يارالان-,yaralan-,to be wounded,жаралану,быть раненым,yaralanmoq,yaralanmak,yaralan-,chg,word,1,
Ch 8,74,الين-,alın-,to be taken,алыну,быть взятым,olinmoq,alınmak,alın-,chg,word,1,
Ch 8,76,قامالدوق,Qamalduq,We were shut in the house.,Қамалдық.,Мы были заперты.,Qamaldik.,Kuşatıldık.,Qamalduq,chg,word,1,
Ch 8,93,سەشنبە,seşenbih,Tuesday,сейсенбі,вторник,seshanba,salı,seşenbih,chg,word,1,
Ch 8,94,مقابلە,muqābala,confrontation,қарсыласу,противостояние,muqobala,mukabele,muqābala,chg,word,1,
Ch 8,95,مقابلە,muqābala,confronting,бетпе-бет келу,стычка,to'qnashuv,karşılaşma,muqābala,chg,word,1,
Ch 8,96,نتيجە,nätı̇̄ce,result,нәтиже,результат,natija,netice,nätı̇̄ce,chg,word,1,
Ch 8,97,دانە,dāna,piece,дана,штука,dona,tane,dāna,chg,word,1,
Ch 8,98,ملتق,mıltıq,rifle,мылтық,винтовка,miltiq,tüfek,mıltıq,chg,word,1,
Ch 8,99,وکيل,wäkı̇̄l,representative,уәкіл,представитель,vakil,vekil,wäkı̇̄l,chg,word,1,
Ch 8,100,عبداللطيف,ʿAbduʾl-laṭı̇̄f,Abd al-Latif,Абдуллатиф,Абдуллатиф,Abdullatif,Abdüllatif,ʿAbduʾl-laṭı̇̄f,chg,word,1,
Ch 8,101,افندى,äfendi,mister,әпенді,господин,afandi,efendi,äfendi,chg,word,1,
Ch 8,102,تشريف,täşrı̇̄f,conferral of an honor,келу,визит,tashrif,teşrif,täşrı̇̄f,chg,word,1,
Ch 8,103,شعبان,şaʿbān,Shaban,Шағбан,Шабан,Sha'bon,Şaban,şaʿbān,chg,word,1,
Ch 8,105,حضرت,Ḥażret,the great,хазрет,хазрат,hazrat,hazret,Ḥażret,chg,word,1,
Ch 8,107,عالي,ʿālı̇̄,esteemed,жоғары,высший,oliy,ali,ʿālı̇̄,chg,word,1,
Ch 8,108,عالي,ʿālı̇̄,great,ұлы,великий,oliy,yüce,ʿālı̇̄,chg,word,1,
Ch 8,109,يارليق,yarlıq,command,жарлық,указ,yorliq,yarlık,yarlıq,chg,word,1,
Ch 8,110,يارليق,yarlıq,proclamation,жариялау,провозглашение,e'lon,ferman,yarlıq,chg,word,1,
Ch 8,111,محترم,muḥtaram,respected,құрметті,уважаемый,muhtaram,muhterem,muḥtaram,chg,word,1,
Ch 8,112,وکالت,wakālat,power of representation,уәкілдік,представительство,vakolat,vekalet,wakālat,chg,word,1,
Ch 8,113,تازغون,Tazǧun,Tazghun,Тазғұн,Тазгун,Tazg'un,Tazgun,Tazǧun,chg,word,1,
Ch 8,114,اوروش-,uruş-,to fight with one another,соғысу,сражаться друг с другом,urushmoq,savaşmak,uruş-,chg,word,1,
Ch 8,115,اوروش,uruş,fight,ұрыс,бой,urush,savaş,uruş,chg,word,1,
Ch 8,116,بيور-,buyur-,to order,бұйыру,приказывать,buyurmoq,buyurmak,buyur-,chg,word,1,
Ch 8,117,مناسبت,munāsabat,connection,байланыс,связь,munosabat,münasebet,munāsabat,chg,word,1,
Ch 8,118,مناسبت,munāsabat,occasion,орай,случай,munosabat,vesile,munāsabat,chg,word,1,
Ch 8,119,قومندان,qomandan,commander,қолбасшы,командир,qo'mondon,komutan,qomandan,chg,word,1,
Ch 8,120,فوق العادە,fawquʾl-ʿāda,extraordinary,төтенше,чрезвычайный,favqulodda,fevkalade,fawquʾl-ʿāda,chg,word,1,
Ch 8,121,مجلس,mäclis,meeting,мәжіліс,собрание,majlis,meclis,mäclis,chg,word,1,
Ch 8,122,ارتە,erte,the next day,ертесі,на следующий день,ertasi,ertesi,erte,chg,word,1,
Ch 8,123,ارتە,erte,tomorrow,ертең,завтра,erta,yarın,erte,chg,word,1,
Ch 8,124,يانکی,yañı,new,жаңа,новый,yangi,yeni,yañı,chg,word,1,
Ch 8,125,آندە,anda,there,онда,там,anda,orada,anda,chg,word,1,
Ch 8,126,توقيف,tawqı̇̄f,arrest,тұтқындау,арест,tavqif,tevkif,tawqı̇̄f,chg,word,1,
Ch 8,127,توقيف,tawqı̇̄f,detention,қамау,задержание,hibs,tutuklama,tawqı̇̄f,chg,word,1,
Ch 8,128,ايت-,ét-,to do,ету,делать,etmoq,etmek,ét-,chg,word,1,
Ch 8,129,ايت-,ét-,to create,жасау,создавать,yaratmoq,yaratmak,ét-,chg,word,1,
Ch 8,130,ايت-,ét-,to make,қылу,совершать,qilmoq,yapmak,ét-,chg,word,1,
Ch 8,131,يانکيدين,yañıdın,anew,жаңадан,заново,yangidan,yeniden,yañıdın,chg,word,1,
Ch 8,132,سوقوش,soquş,fighting,соғыс,битва,so'qish,çarpışma,soquş,chg,word,1,
Ch 9,0,غولجە,Ǧulca,"In the city of Ghulca, the next day, the respected representative Mr. Abdullatif went to the New City, and there, because of his prior arrest, he began the fight with the Tungans anew.",Ғұлжа,Кульджа,G‘ulja,Gulca,Ǧulca,chg,word,1,
Ch 9,1,واقعات,wāqıʿāt,events,оқиғалар,события,voqealar,olaylar,wāqıʿāt,chg,word,1,
Ch 9,2,بيان,bayān,narrative,баян,повествование,bayon,beyan,bayān,chg,word,1,
Ch 9,3,بيان,bayān,explanation,түсіндірме,объяснение,bayon,açıklama,bayān,chg,word,1,
Ch 9,5,ينە,yänä,again,және,снова,yana,yine,yänä,chg,word,1,
Ch 9,6,ينە,yänä,more,тағы,еще,yana,daha,yänä,chg,word,1,
Ch 9,7,ينە,yänä,other,басқа,другой,boshqa,başka,yänä,chg,word,1,
Ch 9,11,کورە,Kürä,Kürä,Күре,Кюре,Kura,Küre,Kürä,chg,word,1,
Ch 9,12,قاچور-,qaçur-,to cause to flee,қашыру,обращать в бегство,qochirmoq,kaçırmak,qaçur-,chg,word,1,
Ch 9,13,قاچور-,qaçur-,to chase away,қуып жіберу,прогонять,quvmoq,kovalamak,qaçur-,chg,word,1,
Ch 9,14,باشليق,başlıq,under the leadership of,басшылығымен,под предводительством,boshchiligida,önderliğinde,başlıq,chg,word,1,
Ch 9,15,باشليق,başlıq,represented by,бастаған,представленный,boshliq,temsil edilen,başlıq,chg,word,1,
Ch 9,16,باغلا-,baǧla-,to bind,байлау,связывать,bog‘lamoq,bağlamak,baǧla-,chg,word,1,
Ch 9,17,زندان,zindān,jail,зындан,тюрьма,zindon,zindan,zindān,chg,word,1,
Ch 9,18,سولا-,suwla-,to lock,қамау,запирать,qamamoq,kilitlemek,suwla-,chg,word,1,
Ch 9,19,سولا-,suwla-,to shut,жабу,закрывать,yopmoq,kapatmak,suwla-,chg,word,1,
Ch 9,20,سولا-,suwla-,to lock in,қамап қою,запереть внутри,qamab qo‘ymoq,içeri kapatmak,suwla-,chg,word,1,
Ch 9,21,خوجە,ḫoca,master,қожа,ходжа,xo‘ja,hoca,ḫoca,chg,word,1,
Ch 9,24,نچن,neçen,several,бірнеше,несколько,bir necha,birkaç,neçen,chg,word,1,
Ch 9,27,کيچە,kéçe,night,түн,ночь,kecha,gece,kéçe,chg,word,1,
Ch 9,28,تغار,taǧar,sack,қап,мешок,qop,çuval,taǧar,chg,word,1,
Ch 9,29,تغار,taǧar,bag,дорба,сумка,xalta,torba,taǧar,chg,word,1,
Ch 9,30,تاشلا-,taşla-,to throw,тастау,бросать,tashlamoq,atmak,taşla-,chg,word,1,
Ch 9,31,يات-,yat-,to lie down,жату,лежать,yotmoq,yatmak,yat-,chg,word,1,
Ch 9,32,اول-,öl-,to die,өлу,умирать,o‘lmoq,ölmek,öl-,chg,word,1,
Ch 9,33,اولتور-,öltür-,to kill,өлтіру,убивать,o‘ldirmoq,öldürmek,öltür-,chg,word,1,
Ch 9,34,اولتور-,öltür-,to cause death,өлтіру,причинять смерть,o‘limiga sabab bo‘lmoq,ölmesine sebep olmak,öltür-,chg,word,1,
Ch 9,35,کل-,kel-,to come,келу,приходить,kelmoq,gelmek,kel-,chg,word,1,
Ch 9,36,کلتور-,keltür-,to bring,келтіру,приносить,keltirmoq,getirmek,keltür-,chg,word,1,
Ch 9,37,قاچ-,qaç-,to flee,қашу,бежать,qochmoq,kaçmak,qaç-,chg,word,1,
Ch 9,38,چيقار-,çıqar-,to drive away,шығару,выпроваживать,chiqarmoq,çıkarmak,çıqar-,chg,word,1,
Ch 9,39,چيقار-,çıqar-,to cause to go up,көтеру,поднимать,chiqarmoq,çıkarmak,çıqar-,chg,word,1,
Ch 9,40,چيق-,çıq-,to leave,шығу,выходить,chiqmoq,çıkmak,çıq-,chg,word,1,
Ch 9,41,چيق-,çıq-,to go up,шығу,подниматься,chiqmoq,çıkmak,çıq-,chg,word,1,
Ch 9,42,قايتار-,qaytar-,to cause to return,қайтару,возвращать,qaytarmoq,geri göndermek,qaytar-,chg,word,1,
Ch 9,43,قايت-,qayt-,to return,қайту,возвращаться,qaytmoq,dönmek,qayt-,chg,word,1,
Ch 9,44,تاپشور-,tapşur-,to hand over,тапсыру,вручать,topshirmoq,teslim etmek,tapşur-,chg,word,1,
Ch 9,45,تاپيش-,tapış-,to find one another,табысу,находить друг друга,topishmoq,buluşmak,tapış-,chg,word,1,
Ch 9,46,ياندور-,yandur-,to cause to return,қайтару,заставлять вернуться,qaytarmoq,geri çevirmek,yandur-,chg,word,1,
Ch 9,47,يان-,yan-,to return,қайту,возвращаться,qaytmoq,dönmek,yan-,chg,word,1,
Ch 9,48,بيلدور-,bildür-,to inform,білдіру,сообщать,bildirmoq,bildirmek,bildür-,chg,word,1,
Ch 9,49,بيل-,bil-,to know,білу,знать,bilmoq,bilmek,bil-,chg,word,1,
Ch 9,50,اوتکوز-,ötküz-,to let pass,өткізу,пропускать,o‘tkazmoq,geçirmek,ötküz-,chg,word,1,
Ch 9,51,اوتکوز-,ötküz-,to celebrate,өткізу,праздновать,o‘tkazmoq,kutlamak,ötküz-,chg,word,1,
Ch 9,52,اوت-,öt-,to cross,өту,пересекать,o‘tmoq,geçmek,öt-,chg,word,1,
Ch 9,53,اوت-,öt-,to pass,өту,проходить,o‘tmoq,geçmek,öt-,chg,word,1,
Ch 9,54,کورکوز-,körgüz-,to show,көрсету,показывать,ko‘rsatmoq,göstermek,körgüz-,chg,word,1,
Ch 9,55,کور-,kör-,to see,көру,видеть,ko‘rmoq,görmek,kör-,chg,word,1,
Ch 9,56,اولتورغوز-,olturǧuz-,to seat,отырғызу,усаживать,o‘tqizmoq,oturtmak,olturǧuz-,chg,word,1,
Ch 9,57,اولتور-,oltur-,to sit,отыру,сидеть,o‘tirmoq,oturmak,oltur-,chg,word,1,
Ch 9,58,ايچقوز-,içquz-,to let someone drink,ішкізу,дать выпить,ichirmoq,içirmek,içquz-,chg,word,1,
Ch 9,59,ايچقوز-,içquz-,to make someone drink,ішкізу,поить,ichirmoq,içirmek,içquz-,chg,word,1,
Ch 9,60,ايچ-,iç-,to drink,ішу,пить,ichmoq,içmek,iç-,chg,word,1,
Ch 9,61,باش,baş,head,бас,голова,bosh,baş,baş,chg,word,1,
Ch 9,65,اندين,andın,and then,содан кейін,и затем,undan keyin,ondan sonra,andın,chg,word,1,
Ch 9,66,تالاش-,talaş-,to compete over,таласу,соперничать,talashmoq,çekişmek,talaş-,chg,word,1,
Ch 9,67,همە,hämmä,all,барлығы,все,hamma,hepsi,hämmä,chg,word,1,
Ch 9,68,توگە-,tüge-,to be finished,біту,заканчиваться,tugamoq,bitmek,tüge-,chg,word,1,
Ch 9,69,توگە-,tüge-,to die,өлу,умирать,o‘lmoq,ölmek,tüge-,chg,word,1,
Ch 9,70,سورا-,sora-,to manage,басқару,управлять,boshqarmoq,yönetmek,sora-,chg,word,1,
Ch 9,71,سورا-,sora-,to govern,билеу,править,hukmronlik qilmoq,hükmetmek,sora-,chg,word,1,
Ch 9,73,قالماق,Qalmaq,Kalmyk Mongol,Қалмақ,Калмык,Qalmoq,Kalmuk,Qalmaq,chg,word,1,
Ch 9,74,توتون,tütün,household,түтін,двор,tutun,hane,tütün,chg,word,1,
Ch 9,75,جاف-,çaf-,to speed,шабу,мчаться,chopmoq,koşmak,çaf-,chg,word,1,
Ch 9,76,يماتو,Yamatu,Yamatu,Ямату,Ямату,Yamatu,Yamatu,Yamatu,chg,word,1,
Ch 9,77,کمەجي,kemeçi,ferryman,кемеші,паромщик,kemachi,gemici,kemeçi,chg,word,1,
Ch 9,78,قورقون,qorqun,fear,қорқыныш,страх,qo‘rquv,korku,qorqun,chg,word,1,
Ch 9,79,جان,cān,life,жан,жизнь,jon,can,cān,chg,word,1,
Ch 9,80,جان,cān,person,жан,человек,jon,can,cān,chg,word,1,
Ch 9,81,هيچ,hı̇̄ç,never,ешқашан,никогда,hech,hiç,hı̇̄ç,chg,word,1,
Ch 9,82,هيچ,hı̇̄ç,not at all,мүлдем,совсем не,hech,hiç,hı̇̄ç,chg,word,1,
Ch 9,83,توختا-,toḫta,to stop,тоқтау,останавливаться,to‘xtamoq,durmak,toḫta,chg,word,1,
Ch 9,84,بلا بارقە,bala-barqa,children,бала-шаға,дети,bola-chaqa,çoluk çocuk,bala-barqa,chg,word,1,
Ch 9,85,غرق,ǧarq,drowned,суға бату,утонувший,g‘arq,gark,ǧarq,chg,word,1,
Ch 9,86,خبر,ḫabar,news,хабар,новости,xabar,haber,ḫabar,chg,word,1,
Ch 9,87,خبر,ḫabar,knowledge,білім,знание,xabar,bilgi,ḫabar,chg,word,1,
Ch 9,88,نيلخە,Nilḫa,Nilkh,Нилхы,Нилх,Nilxa,Nilha,Nilḫa,chg,word,1,
Ch 9,89,لشکر,läşker,soldier,әскер,солдат,lashkar,asker,läşker,chg,word,1,
Ch 9,92,بويونجە,boyunça,while,бойы,во время,bo‘yicha,boyunca,boyunça,chg,word,1,
Ch 9,94,غلبە,ǧalaba,victory,жеңіс,победа,g‘alaba,galibiyet,ǧalaba,chg,word,1,
Ch 9,95,قاش-,qaş-,to flee,қашу,бежать,qochmoq,kaçmak,qaş-,chg,word,1,
Ch 9,96,مراتبه,marātaba,time,рет,раз,marotaba,kere,marātaba,chg,word,1,
Ch 9,97,مراتبه,marātaba,occasion,жолы,случай,marotaba,defa,marātaba,chg,word,1,
Ch 9,98,بو,bu,this,бұл,этот,bu,bu,bu,chg,word,1,
Ch 9,99,بونينکدين,bunıñdın,from this,бұдан,от этого,bundan,bundan,bunıñdın,chg,word,1,
Ch 9,100,مو,mu,this,бұл,этот,bu,bu,mu,chg,word,1,
Ch 9,101,مونينکدين,munıñdın,from this,бұдан,от этого,bundan,bundan,munıñdın,chg,word,1,
Ch 9,102,مونينکغە,munuñǧa,towards this,бұған,к этому,bunga,buna,munuñǧa,chg,word,1,
Ch 9,109,بارسام,barsam,When I went,барсам,когда я пошел,borsam,varsam,barsam,chg,word,1,
Ch 9,110,بارسام,barsam,If I go,барсам,если я пойду,borsam,varsam,barsam,chg,word,1,
Ch 9,111,قايتسانکلار,qaytsañlar,When you returned,қайтсаңдар,когда вы вернулись,qaytsanglar,dönseniz,qaytsañlar,chg,word,1,
Ch 9,112,قايتسانکلار,qaytsañlar,If you return,қайтсаңдар,если вы вернетесь,qaytsanglar,dönseniz,qaytsañlar,chg,word,1,
Ch 9,113,تاشلاسانک,taşlasañ,When you tossed,тастасаң,когда ты бросил,tashlasang,atsan,taşlasañ,chg,word,1,
Ch 9,114,تاشلاسانک,taşlasañ,If you toss,тастасаң,если ты бросишь,tashlasang,atsan,taşlasañ,chg,word,1,
Ch 9,115,کورسام,körsem,If I see,көрсем,если я увижу,ko‘rsam,görsem,körsem,chg,word,1,
Ch 9,116,کورساک,körsek,If we see,көрсек,если мы увидим,ko‘rsak,görsek,körsek,chg,word,1,
Ch 9,117,کورسانکيز,körseñiz,If you see,көрсеңіз,если вы увидите,ko‘rsangiz,görseniz,körseñiz,chg,word,1,
Ch 9,118,کورسانکلار,körseñler,If you see,көрсеңдер,если вы увидите,ko‘rsanglar,görseniz,körseñler,chg,word,1,
Ch 9,119,کورسانک,körseñ,If you see,көрсең,если ты увидишь,ko‘rsang,görsen,körseñ,chg,word,1,
Ch 9,120,کورسا,körse,If he sees,көрсе,если он увидит,ko‘rsa,görse,körse,chg,word,1,
Ch 9,121,کورسالار,körseler,If they see,көрсе,если они увидят,ko‘rsalar,görseler,körseler,chg,word,1,
Ch 9,122,ديماسام,demesem,If I do not say,демесем,если я не скажу,demasam,demesem,demesem,chg,word,1,
Ch 9,123,ديماساک,demesek,If we do not say,демесек,если мы не скажем,demasak,demesek,demesek,chg,word,1,
Ch 9,124,ديماسانکيز,demeseñiz,If you do not say,демесеңіз,если вы не скажете,demasangiz,demeseniz,demeseñiz,chg,word,1,
Ch 9,125,ديماسانکلار,demeseñler,If you do not say,демесеңдер,если вы не скажете,demasanglar,demeseniz,demeseñler,chg,word,1,
Ch 9,126,ديماسانک,demeseñ,If you do not say,демесең,если ты не скажешь,demasang,demesen,demeseñ,chg,word,1,
Ch 9,127,ديماسا,demese,If he does not say,демесе,если он не скажет,demasa,demese,demese,chg,word,1,
Ch 9,128,ديماسالار,demeseler,If they do not say,демесе,если они не скажут,demasalar,demeseler,demeseler,chg,word,1,
Ch 9,136,دى-,di-/de-,to say,деу,говорить,demoq,demek,di-/de-,chg,word,1,
Ch 9,137,ديکان,dégen,called,деген,называемый,degan,denen,dégen,chg,word,1,
Ch 9,138,ديکان,dégen,named,атты,по имени,degan,adında,dégen,chg,word,1,
Ch 9,141,ديب,dép,said that,деп,сказав,deb,deyip,dép,chg,word,1,
Ch 9,142,ديب,dép,because,деп,потому что,deb,diye,dép,chg,word,1,
Ch 9,147,ييب,yép,ate and,жеп,поев,yeb,yiyip,yép,chg,word,1,
Ch 9,172,تمور,temür,iron,темір,железо,temir,demir,temür,chg,word,1,
Ch 9,173,تمورچى,temürçi,blacksmith,темірші,кузнец,temirchi,demirci,temürçi,chg,word,1,
Ch 9,174,تمورچى,temürçi,one who works iron,темірші,работающий с железом,temirchi,demirci,temürçi,chg,word,1,
Ch 9,175,تمورچيليک,temürçilik,smithing,теміршілік,кузнечное дело,temirchilik,demircilik,temürçilik,chg,word,1,
Ch 9,178,روايت,riwāyat,story,ривая,предание,rivoyat,rivayet,riwāyat,chg,word,1,
Ch 9,179,حضرت,Ḥażret,the Great,Хазірет,Хазрат,Hazrat,Hazret,Ḥażret,chg,word,1,
Ch 9,180,داود,Dāwud,the Prophet Dawud,Дәуіт,Пророк Давуд,Dovud,Davud,Dāwud,chg,word,1,
Ch 9,181,داود,Dāwud,the biblical David,Дәуіт,Давид,Dovud,Davud,Dāwud,chg,word,1,
Ch 9,182,دايم الاوقات,dāyimuʾl-awqāt,all of the time,әрдайым,постоянно,doimul-avqot,daimül-evkat,dāyimuʾl-awqāt,chg,word,1,
Ch 9,183,قوم,qawm,a group of people,қауым,народ,qavm,kavim,qawm,chg,word,1,
Ch 9,184,ايمان,ı̇̄mān,faith,иман,вера,iymon,iman,ı̇̄mān,chg,word,1,
