id,sheet,source_text,target_text,source_lang,target_lang,type,length
Ch 4_45_uz,Ch 4,Siz Kuçanıñ çoñ mollāsı emes müsiz?,Siz Kuchaning katta mollasi emasmisiz?,chg,uz,sentence,6
Ch 4_45_tr,Ch 4,Siz Kuçanıñ çoñ mollāsı emes müsiz?,Siz Kuça'nın büyük mollası değil misiniz?,chg,tr,sentence,6
Ch 4_46_en,Ch 4,Mollā musız?,Are you a mullah?,chg,en,phrase,2
Ch 4_46_kk,Ch 4,Mollā musız?,Молдасыз ба?,chg,kk,phrase,2
Ch 4_46_ru,Ch 4,Mollā musız?,Вы мулла?,chg,ru,phrase,2
Ch 4_46_uz,Ch 4,Mollā musız?,Mollamisiz?,chg,uz,phrase,2
Ch 4_46_tr,Ch 4,Mollā musız?,Molla mısınız?,chg,tr,phrase,2
Ch 4_48_en,Ch 4,Bay musızlar?,Are you wealthy?,chg,en,phrase,2
Ch 4_48_kk,Ch 4,Bay musızlar?,Байсыздар ма?,chg,kk,phrase,2
Ch 4_48_ru,Ch 4,Bay musızlar?,Вы богаты?,chg,ru,phrase,2
Ch 4_48_uz,Ch 4,Bay musızlar?,Boymisizlar?,chg,uz,phrase,2
Ch 4_48_tr,Ch 4,Bay musızlar?,Zengin misiniz?,chg,tr,phrase,2
Ch 4_49_en,Ch 4,mollā ya bay,mullah or rich man,chg,en,phrase,3
Ch 4_49_kk,Ch 4,mollā ya bay,молда немесе бай,chg,kk,phrase,3
Ch 4_49_ru,Ch 4,mollā ya bay,мулла или богач,chg,ru,phrase,3
Ch 4_49_uz,Ch 4,mollā ya bay,molla yoki boy,chg,uz,phrase,3
Ch 4_49_tr,Ch 4,mollā ya bay,molla veya zengin,chg,tr,phrase,3
Ch 4_50_en,Ch 4,Ol kişi Kaşǧar pādişāhsı yā Kuça ḫᵛācasıdur,That person is either a ruler of Kashgar or a khwaja of Kucha.,chg,en,sentence,7
Ch 4_50_kk,Ch 4,Ol kişi Kaşǧar pādişāhsı yā Kuça ḫᵛācasıdur,Ол кісі Қашқар патшасы немесе Куча қожасы,chg,kk,sentence,7
Ch 4_50_ru,Ch 4,Ol kişi Kaşǧar pādişāhsı yā Kuça ḫᵛācasıdur,"Тот человек — или правитель Кашгара, или ходжа Кучи",chg,ru,sentence,7
Ch 4_50_uz,Ch 4,Ol kişi Kaşǧar pādişāhsı yā Kuça ḫᵛācasıdur,U kishi Qashqar podshohi yoki Kucha xo'jasidir,chg,uz,sentence,7
Ch 4_50_tr,Ch 4,Ol kişi Kaşǧar pādişāhsı yā Kuça ḫᵛācasıdur,O kişi ya Kaşgar padişahı ya da Kuça hocasıdır,chg,tr,sentence,7
Ch 4_51_en,Ch 4,Bazārdın balıq ya qoy göşti aladur,He gets either fish or mutton from the market.,chg,en,sentence,6
Ch 4_51_kk,Ch 4,Bazārdın balıq ya qoy göşti aladur,Базардан балық немесе қой етін алады,chg,kk,sentence,6
Ch 4_51_ru,Ch 4,Bazārdın balıq ya qoy göşti aladur,Он берет на рынке рыбу или баранину,chg,ru,sentence,6
Ch 4_51_uz,Ch 4,Bazārdın balıq ya qoy göşti aladur,Bozordan baliq yoki qo'y go'shti oladi,chg,uz,sentence,6
Ch 4_51_tr,Ch 4,Bazārdın balıq ya qoy göşti aladur,Pazardan balık veya koyun eti alıyor,chg,tr,sentence,6
Ch 4_52_en,Ch 4,"ḫᵛācalar Kuçadin keledür, yā Kaşǧardın keledür",The khwajas are either coming from Kuchar or from Kashgar.,chg,en,sentence,6
Ch 4_52_kk,Ch 4,"ḫᵛācalar Kuçadin keledür, yā Kaşǧardın keledür",Қожалар Кучадан келе жатыр немесе Қашқардан келе жатыр,chg,kk,sentence,6
Ch 4_52_ru,Ch 4,"ḫᵛācalar Kuçadin keledür, yā Kaşǧardın keledür","Ходжи идут или из Кучи, или из Кашгара",chg,ru,sentence,6
Ch 4_52_uz,Ch 4,"ḫᵛācalar Kuçadin keledür, yā Kaşǧardın keledür",Xo'jalar Kuchadan kelyapti yoki Qashqardan kelyapti,chg,uz,sentence,6
Ch 4_52_tr,Ch 4,"ḫᵛācalar Kuçadin keledür, yā Kaşǧardın keledür",Hocalar ya Kuça'dan geliyor ya da Kaşgar'dan geliyor,chg,tr,sentence,6
Ch 4_53_en,Ch 4,"Toḫta bazārda mu, yā üyde mü?",Is Tokhta at the market or at home?,chg,en,sentence,6
Ch 4_53_kk,Ch 4,"Toḫta bazārda mu, yā üyde mü?","Тоқта базарда ма, әлде үйде ме?",chg,kk,sentence,6
Ch 4_53_ru,Ch 4,"Toḫta bazārda mu, yā üyde mü?",Тохта на рынке или дома?,chg,ru,sentence,6
Ch 4_53_uz,Ch 4,"Toḫta bazārda mu, yā üyde mü?",To'xta bozordami yoki uydami?,chg,uz,sentence,6
Ch 4_53_tr,Ch 4,"Toḫta bazārda mu, yā üyde mü?","Tohta pazarda mı, yoksa evde mi?",chg,tr,sentence,6
Ch 4_54_en,Ch 4,Yā ḫudā!,"Oh, God!",chg,en,phrase,2
Ch 4_54_kk,Ch 4,Yā ḫudā!,"Уа, Құдай!",chg,kk,phrase,2
Ch 4_54_ru,Ch 4,Yā ḫudā!,"О, Боже!",chg,ru,phrase,2
Ch 4_54_uz,Ch 4,Yā ḫudā!,Yo Xudo!,chg,uz,phrase,2
Ch 4_54_tr,Ch 4,Yā ḫudā!,Ya Hüda!,chg,tr,phrase,2
Ch 4_55_en,Ch 4,Yā pādişāh!,"Oh, king!",chg,en,phrase,2
Ch 4_55_kk,Ch 4,Yā pādişāh!,"Уа, патша!",chg,kk,phrase,2
Ch 4_55_ru,Ch 4,Yā pādişāh!,"О, царь!",chg,ru,phrase,2
Ch 4_55_uz,Ch 4,Yā pādişāh!,Ey podshoh!,chg,uz,phrase,2
Ch 4_55_tr,Ch 4,Yā pādişāh!,Ey padişah!,chg,tr,phrase,2
Ch 4_56_en,Ch 4,Tola yaḫşıdursız,You are so good.,chg,en,phrase,2
Ch 4_56_kk,Ch 4,Tola yaḫşıdursız,Өте жақсысыз,chg,kk,phrase,2
Ch 4_56_ru,Ch 4,Tola yaḫşıdursız,Вы очень хорошие,chg,ru,phrase,2
Ch 4_56_uz,Ch 4,Tola yaḫşıdursız,Juda yaxshisiz,chg,uz,phrase,2
Ch 4_56_tr,Ch 4,Tola yaḫşıdursız,Çok iyisiniz,chg,tr,phrase,2
Ch 4_57_en,Ch 4,Ay Toḫta!,"Oh, Tokhta!",chg,en,phrase,2
Ch 4_57_kk,Ch 4,Ay Toḫta!,"Ей, Тоқта!",chg,kk,phrase,2
Ch 4_57_ru,Ch 4,Ay Toḫta!,"Эй, Тохта!",chg,ru,phrase,2
Ch 4_57_uz,Ch 4,Ay Toḫta!,Ey To'xta!,chg,uz,phrase,2
Ch 4_57_tr,Ch 4,Ay Toḫta!,Ey Tohta!,chg,tr,phrase,2
Ch 4_58_en,Ch 4,Ay mollā!,"Oh, Mullah!",chg,en,phrase,2
Ch 4_58_kk,Ch 4,Ay mollā!,"Ей, молда!",chg,kk,phrase,2
Ch 4_58_ru,Ch 4,Ay mollā!,"Эй, мулла!",chg,ru,phrase,2
Ch 4_58_uz,Ch 4,Ay mollā!,Ey molla!,chg,uz,phrase,2
Ch 4_58_tr,Ch 4,Ay mollā!,Ey molla!,chg,tr,phrase,2
Ch 4_59_en,Ch 4,Uşbu bāǧ tola çoñdur,This garden is very large.,chg,en,phrase,4
Ch 4_59_kk,Ch 4,Uşbu bāǧ tola çoñdur,Бұл бақ өте үлкен,chg,kk,phrase,4
Ch 4_59_ru,Ch 4,Uşbu bāǧ tola çoñdur,Этот сад очень большой,chg,ru,phrase,4
Ch 4_59_uz,Ch 4,Uşbu bāǧ tola çoñdur,Ushbu bog' juda katta,chg,uz,phrase,4
Ch 4_59_tr,Ch 4,Uşbu bāǧ tola çoñdur,Bu bahçe çok büyüktür,chg,tr,phrase,4
Ch 4_61_en,Ch 4,ana,mother,chg,en,word,1
Ch 4_61_kk,Ch 4,ana,ана,chg,kk,word,1
Ch 4_61_ru,Ch 4,ana,мать,chg,ru,word,1
Ch 4_61_uz,Ch 4,ana,ona,chg,uz,word,1
Ch 4_61_tr,Ch 4,ana,anne,chg,tr,word,1
Ch 4_62_en,Ch 4,qız,daughter,chg,en,word,1
Ch 4_62_kk,Ch 4,qız,қыз,chg,kk,word,1
Ch 4_62_ru,Ch 4,qız,дочь,chg,ru,word,1
Ch 4_62_uz,Ch 4,qız,qiz,chg,uz,word,1
Ch 4_62_tr,Ch 4,qız,kız,chg,tr,word,1
Ch 4_63_en,Ch 4,oǧul,son,chg,en,word,1
Ch 4_63_kk,Ch 4,oǧul,ұл,chg,kk,word,1
Ch 4_63_ru,Ch 4,oǧul,сын,chg,ru,word,1
Ch 4_63_uz,Ch 4,oǧul,o'g'il,chg,uz,word,1
Ch 4_63_tr,Ch 4,oǧul,oğul,chg,tr,word,1
Ch 4_64_en,Ch 4,qız bala,girl,chg,en,phrase,2
Ch 4_64_kk,Ch 4,qız bala,қыз бала,chg,kk,phrase,2
Ch 4_64_ru,Ch 4,qız bala,девочка,chg,ru,phrase,2
Ch 4_64_uz,Ch 4,qız bala,qiz bola,chg,uz,phrase,2
Ch 4_64_tr,Ch 4,qız bala,kız çocuk,chg,tr,phrase,2
Ch 4_68_en,Ch 4,köñül,heart,chg,en,word,1
Ch 4_68_kk,Ch 4,köñül,көңіл,chg,kk,word,1
Ch 4_68_ru,Ch 4,köñül,сердце,chg,ru,word,1
Ch 4_68_uz,Ch 4,köñül,ko'ngil,chg,uz,word,1
Ch 4_68_tr,Ch 4,köñül,gönül,chg,tr,word,1
Ch 4_69_en,Ch 4,köñül,mind,chg,en,word,1
Ch 4_69_ru,Ch 4,köñül,ум,chg,ru,word,1
Ch 4_71_en,Ch 4,éki,two,chg,en,word,1
Ch 4_71_kk,Ch 4,éki,екі,chg,kk,word,1
Ch 4_71_ru,Ch 4,éki,два,chg,ru,word,1
Ch 4_71_uz,Ch 4,éki,ikki,chg,uz,word,1
Ch 4_71_tr,Ch 4,éki,iki,chg,tr,word,1
Ch 4_72_en,Ch 4,ay,Oh,chg,en,word,1
Ch 4_72_kk,Ch 4,ay,ей,chg,kk,word,1
Ch 4_72_ru,Ch 4,ay,о,chg,ru,word,1
Ch 4_72_uz,Ch 4,ay,ey,chg,uz,word,1
Ch 4_72_tr,Ch 4,ay,ey,chg,tr,word,1
Ch 4_74_en,Ch 4,oǧul bala,boy,chg,en,phrase,2
Ch 4_74_kk,Ch 4,oǧul bala,ұл бала,chg,kk,phrase,2
Ch 4_74_ru,Ch 4,oǧul bala,мальчик,chg,ru,phrase,2
Ch 4_74_uz,Ch 4,oǧul bala,o'g'il bola,chg,uz,phrase,2
Ch 4_74_tr,Ch 4,oǧul bala,erkek çocuk,chg,tr,phrase,2
Ch 4_75_en,Ch 4,bāǧ,garden,chg,en,word,1
Ch 4_75_kk,Ch 4,bāǧ,бақ,chg,kk,word,1
Ch 4_75_ru,Ch 4,bāǧ,сад,chg,ru,word,1
Ch 4_75_uz,Ch 4,bāǧ,bog',chg,uz,word,1
Ch 4_75_tr,Ch 4,bāǧ,bahçe,chg,tr,word,1
Ch 4_76_en,Ch 4,ya,or,chg,en,word,1
Ch 4_76_kk,Ch 4,ya,немесе,chg,kk,word,1
Ch 4_76_ru,Ch 4,ya,или,chg,ru,word,1
Ch 4_76_uz,Ch 4,ya,yoki,chg,uz,word,1
Ch 4_76_tr,Ch 4,ya,veya,chg,tr,word,1
Ch 4_77_en,Ch 4,ya,Oh,chg,en,word,1
Ch 4_77_kk,Ch 4,ya,уа,chg,kk,word,1
Ch 4_77_ru,Ch 4,ya,о,chg,ru,word,1
Ch 4_77_uz,Ch 4,ya,ey,chg,uz,word,1
Ch 4_77_tr,Ch 4,ya,ey,chg,tr,word,1
Ch 4_78_en,Ch 4,Kaşǧar,Kashgar,chg,en,word,1
Ch 4_78_kk,Ch 4,Kaşǧar,Қашқар,chg,kk,word,1
Ch 4_78_ru,Ch 4,Kaşǧar,Кашгар,chg,ru,word,1
Ch 4_78_uz,Ch 4,Kaşǧar,Qashqar,chg,uz,word,1
Ch 4_78_tr,Ch 4,Kaşǧar,Kaşgar,chg,tr,word,1
Ch 4_80_en,Ch 4,ḫᵛāca,khwaja,chg,en,word,1
Ch 4_80_kk,Ch 4,ḫᵛāca,қожа,chg,kk,word,1
Ch 4_80_ru,Ch 4,ḫᵛāca,ходжа,chg,ru,word,1
Ch 4_80_uz,Ch 4,ḫᵛāca,xo'ja,chg,uz,word,1
Ch 4_80_tr,Ch 4,ḫᵛāca,hoca,chg,tr,word,1
Ch 4_82_en,Ch 4,ḫᵛāca,Sufi master,chg,en,word,1
Ch 4_84_en,Ch 4,üç,three,chg,en,word,1
Ch 4_84_kk,Ch 4,üç,үш,chg,kk,word,1
Ch 4_84_ru,Ch 4,üç,три,chg,ru,word,1
Ch 4_84_uz,Ch 4,üç,uch,chg,uz,word,1
Ch 4_84_tr,Ch 4,üç,üç,chg,tr,word,1
Ch 5_0_en,Ch 5,qılamen,I do,chg,en,word,1
Ch 5_0_kk,Ch 5,qılamen,қыламын,chg,kk,word,1
Ch 5_0_ru,Ch 5,qılamen,делаю,chg,ru,word,1
Ch 5_0_uz,Ch 5,qılamen,qilaman,chg,uz,word,1
Ch 5_0_tr,Ch 5,qılamen,yaparım,chg,tr,word,1
Ch 5_1_en,Ch 5,ḫᵛāhlaydur,She wants it,chg,en,word,1
Ch 5_1_kk,Ch 5,ḫᵛāhlaydur,қалайды,chg,kk,word,1
Ch 5_1_ru,Ch 5,ḫᵛāhlaydur,хочет,chg,ru,word,1
Ch 5_1_uz,Ch 5,ḫᵛāhlaydur,xohlaydi,chg,uz,word,1
Ch 5_1_tr,Ch 5,ḫᵛāhlaydur,ister,chg,tr,word,1
Ch 5_2_en,Ch 5,köresiz,You see,chg,en,word,1
Ch 5_2_kk,Ch 5,köresiz,көресіз,chg,kk,word,1
Ch 5_2_ru,Ch 5,köresiz,видите,chg,ru,word,1
Ch 5_2_uz,Ch 5,köresiz,ko'rasiz,chg,uz,word,1
Ch 5_2_tr,Ch 5,köresiz,görürsünüz,chg,tr,word,1
Ch 5_3_en,Ch 5,isteymiz,We seek,chg,en,word,1
Ch 5_3_kk,Ch 5,isteymiz,іздейміз,chg,kk,word,1
Ch 5_3_ru,Ch 5,isteymiz,ищем,chg,ru,word,1
Ch 5_3_uz,Ch 5,isteymiz,izlaymiz,chg,uz,word,1
Ch 5_3_tr,Ch 5,isteymiz,ararız,chg,tr,word,1
Ch 5_4_en,Ch 5,qıladur,She does,chg,en,word,1
Ch 5_4_kk,Ch 5,qıladur,қылады,chg,kk,word,1
Ch 5_4_ru,Ch 5,qıladur,делает,chg,ru,word,1
Ch 5_4_uz,Ch 5,qıladur,qiladi,chg,uz,word,1
Ch 5_4_tr,Ch 5,qıladur,yapar,chg,tr,word,1
Ch 5_5_en,Ch 5,qılmaymen,I do not do it.,chg,en,word,1
Ch 5_5_kk,Ch 5,qılmaymen,қылмаймын,chg,kk,word,1
Ch 5_5_ru,Ch 5,qılmaymen,не делаю,chg,ru,word,1
Ch 5_5_uz,Ch 5,qılmaymen,qilmayman,chg,uz,word,1
Ch 5_5_tr,Ch 5,qılmaymen,yapmam,chg,tr,word,1
Ch 5_6_en,Ch 5,ḫᵛāhlamaydur,He does not want it.,chg,en,word,1
Ch 5_6_kk,Ch 5,ḫᵛāhlamaydur,қаламайды,chg,kk,word,1
Ch 5_6_ru,Ch 5,ḫᵛāhlamaydur,не хочет,chg,ru,word,1
Ch 5_6_uz,Ch 5,ḫᵛāhlamaydur,xohlamaydi,chg,uz,word,1
Ch 5_6_tr,Ch 5,ḫᵛāhlamaydur,istemez,chg,tr,word,1
Ch 5_7_en,Ch 5,körmeysiz,You do not see it.,chg,en,word,1
Ch 5_7_kk,Ch 5,körmeysiz,көрмейсіз,chg,kk,word,1
Ch 5_7_ru,Ch 5,körmeysiz,не видите,chg,ru,word,1
Ch 5_7_uz,Ch 5,körmeysiz,ko'rmaysiz,chg,uz,word,1
Ch 5_7_tr,Ch 5,körmeysiz,görmezsiniz,chg,tr,word,1
Ch 5_8_en,Ch 5,istemeymiz,We do not seek.,chg,en,word,1
Ch 5_8_kk,Ch 5,istemeymiz,іздемейміз,chg,kk,word,1
Ch 5_8_ru,Ch 5,istemeymiz,не ищем,chg,ru,word,1
Ch 5_8_uz,Ch 5,istemeymiz,izlamaymiz,chg,uz,word,1
Ch 5_8_tr,Ch 5,istemeymiz,aramayız,chg,tr,word,1
Ch 5_10_en,Ch 5,bilmeydür,She does not know him.,chg,en,word,1
Ch 5_10_kk,Ch 5,bilmeydür,білмейді,chg,kk,word,1
Ch 5_10_ru,Ch 5,bilmeydür,не знает,chg,ru,word,1
Ch 5_10_uz,Ch 5,bilmeydür,bilmaydi,chg,uz,word,1
Ch 5_10_tr,Ch 5,bilmeydür,bilmez,chg,tr,word,1
Ch 5_11_en,Ch 5,qılamen mü,Do I do it?,chg,en,phrase,2
Ch 5_11_kk,Ch 5,qılamen mü,қыламын ба?,chg,kk,phrase,2
Ch 5_11_ru,Ch 5,qılamen mü,делаю ли я?,chg,ru,phrase,2
Ch 5_11_uz,Ch 5,qılamen mü,qilamanmi?,chg,uz,phrase,2
Ch 5_11_tr,Ch 5,qılamen mü,yapar mıyım?,chg,tr,phrase,2
Ch 5_13_en,Ch 5,köresiz mu,Do you see it?,chg,en,phrase,2
Ch 5_13_kk,Ch 5,köresiz mu,көресіз бе?,chg,kk,phrase,2
Ch 5_13_ru,Ch 5,köresiz mu,видите ли вы?,chg,ru,phrase,2
Ch 5_13_uz,Ch 5,köresiz mu,ko'rasizmi?,chg,uz,phrase,2
Ch 5_13_tr,Ch 5,köresiz mu,görür müsünüz?,chg,tr,phrase,2
Ch 5_14_en,Ch 5,isteymiz mu,Do we seek it?,chg,en,phrase,2
Ch 5_14_kk,Ch 5,isteymiz mu,іздейміз бе?,chg,kk,phrase,2
Ch 5_14_ru,Ch 5,isteymiz mu,ищем ли мы?,chg,ru,phrase,2
Ch 5_14_uz,Ch 5,isteymiz mu,izlaymizmi?,chg,uz,phrase,2
Ch 5_14_tr,Ch 5,isteymiz mu,arar mıyız?,chg,tr,phrase,2
Ch 5_16_en,Ch 5,ḫᵛāhlamaydur mu,Does he not want to go?,chg,en,phrase,2
Ch 5_16_kk,Ch 5,ḫᵛāhlamaydur mu,қаламай ма?,chg,kk,phrase,2
Ch 5_16_ru,Ch 5,ḫᵛāhlamaydur mu,не хочет ли он?,chg,ru,phrase,2
Ch 5_16_uz,Ch 5,ḫᵛāhlamaydur mu,xohlamaydimi?,chg,uz,phrase,2
Ch 5_16_tr,Ch 5,ḫᵛāhlamaydur mu,istemez mi?,chg,tr,phrase,2
Ch 5_17_en,Ch 5,körmeysiz mü,Do you not see it?,chg,en,phrase,2
Ch 5_17_kk,Ch 5,körmeysiz mü,көрмейсіз бе?,chg,kk,phrase,2
Ch 5_17_ru,Ch 5,körmeysiz mü,не видите ли вы?,chg,ru,phrase,2
Ch 5_17_uz,Ch 5,körmeysiz mü,ko'rmaysizmi?,chg,uz,phrase,2
Ch 5_17_tr,Ch 5,körmeysiz mü,görmez misiniz?,chg,tr,phrase,2
Ch 5_18_en,Ch 5,istemeymiz mü,Do we not seek it?,chg,en,phrase,2
Ch 5_18_kk,Ch 5,istemeymiz mü,іздемейміз бе?,chg,kk,phrase,2
Ch 5_18_ru,Ch 5,istemeymiz mü,не ищем ли мы?,chg,ru,phrase,2
Ch 5_18_uz,Ch 5,istemeymiz mü,izlamaymizmi?,chg,uz,phrase,2
Ch 5_18_tr,Ch 5,istemeymiz mü,aramaz mıyız?,chg,tr,phrase,2
Ch 5_21_en,Ch 5,tola égiz,very tall,chg,en,phrase,2
Ch 5_21_kk,Ch 5,tola égiz,өте биік,chg,kk,phrase,2
Ch 5_21_ru,Ch 5,tola égiz,очень высокий,chg,ru,phrase,2
Ch 5_21_uz,Ch 5,tola égiz,juda baland,chg,uz,phrase,2
Ch 5_21_tr,Ch 5,tola égiz,çok yüksek,chg,tr,phrase,2
Ch 5_22_en,Ch 5,tola ḫᵛāhlaydur,She desires it very much,chg,en,phrase,2
Ch 5_22_kk,Ch 5,tola ḫᵛāhlaydur,қатты қалайды,chg,kk,phrase,2
Ch 5_22_ru,Ch 5,tola ḫᵛāhlaydur,очень хочет,chg,ru,phrase,2
Ch 5_22_uz,Ch 5,tola ḫᵛāhlaydur,juda xohlaydi,chg,uz,phrase,2
Ch 5_22_tr,Ch 5,tola ḫᵛāhlaydur,çok ister,chg,tr,phrase,2
Ch 5_24_en,Ch 5,"Şordaryānıñ suyı aççıq, ammā bu daryānıñ suyı şı̇̄rı̇̄ndür","The sea’s water is bitter, but this river’s water is sweet.",chg,en,sentence,8
Ch 5_24_kk,Ch 5,"Şordaryānıñ suyı aççıq, ammā bu daryānıñ suyı şı̇̄rı̇̄ndür","теңіздің суы ащы, бірақ бұл дарияның суы тұщы",chg,kk,sentence,8
Ch 5_24_ru,Ch 5,"Şordaryānıñ suyı aççıq, ammā bu daryānıñ suyı şı̇̄rı̇̄ndür","вода моря горькая, но вода этой реки пресная",chg,ru,sentence,8
Ch 5_24_uz,Ch 5,"Şordaryānıñ suyı aççıq, ammā bu daryānıñ suyı şı̇̄rı̇̄ndür","sho'rdaryoning suvi achchiq, ammo bu daryoning suvi shirindir",chg,uz,sentence,8
Ch 5_24_tr,Ch 5,"Şordaryānıñ suyı aççıq, ammā bu daryānıñ suyı şı̇̄rı̇̄ndür",deniz suyu acıdır ama bu nehrin suyu tatlıdır,chg,tr,sentence,8
Ch 5_26_en,Ch 5,"Toḫtanıñ üyi çölde, ammā quduqı tola çuqurdur","Toḫta’s house is in the desert, but his well is very deep.",chg,en,sentence,7
Ch 5_26_kk,Ch 5,"Toḫtanıñ üyi çölde, ammā quduqı tola çuqurdur","Тоқтаның үйі шөлде, бірақ құдығы өте терең",chg,kk,sentence,7
Ch 5_26_ru,Ch 5,"Toḫtanıñ üyi çölde, ammā quduqı tola çuqurdur","дом Тохты в пустыне, но его колодец очень глубокий",chg,ru,sentence,7
Ch 5_26_uz,Ch 5,"Toḫtanıñ üyi çölde, ammā quduqı tola çuqurdur","To'xtaning uyi cho'lda, ammo qudug'i juda chuqurdir",chg,uz,sentence,7
Ch 5_26_tr,Ch 5,"Toḫtanıñ üyi çölde, ammā quduqı tola çuqurdur",Tohta'nın evi çölde ama kuyusu çok derindir,chg,tr,sentence,7
Ch 5_27_en,Ch 5,Kaşǧar daryāsı keñrü häm çuqurdur,The Kashgar River is wide and deep.,chg,en,sentence,5
Ch 5_27_kk,Ch 5,Kaşǧar daryāsı keñrü häm çuqurdur,Қашқар дариясы кең әрі терең,chg,kk,sentence,5
Ch 5_27_ru,Ch 5,Kaşǧar daryāsı keñrü häm çuqurdur,река Кашгар широкая и глубокая,chg,ru,sentence,5
Ch 5_27_uz,Ch 5,Kaşǧar daryāsı keñrü häm çuqurdur,Qashqar daryosi keng ham chuqurdir,chg,uz,sentence,5
Ch 5_27_tr,Ch 5,Kaşǧar daryāsı keñrü häm çuqurdur,Kaşgar nehri geniş ve derindir,chg,tr,sentence,5
Ch 5_28_en,Ch 5,"Käñrü, çuqur daryāǧa baramen",I am going to the wide and deep river.,chg,en,phrase,4
Ch 5_28_kk,Ch 5,"Käñrü, çuqur daryāǧa baramen","кең, терең дарияға барамын",chg,kk,phrase,4
Ch 5_28_ru,Ch 5,"Käñrü, çuqur daryāǧa baramen","я иду к широкой, глубокой реке",chg,ru,phrase,4
Ch 5_28_uz,Ch 5,"Käñrü, çuqur daryāǧa baramen","keng, chuqur daryoga boraman",chg,uz,phrase,4
Ch 5_28_tr,Ch 5,"Käñrü, çuqur daryāǧa baramen","geniş, derin nehre gidiyorum",chg,tr,phrase,4
Ch 5_29_en,Ch 5,Biz Ḫotanğa baramız,We are going to Khotan.,chg,en,phrase,3
Ch 5_29_kk,Ch 5,Biz Ḫotanğa baramız,біз Хотанға барамыз,chg,kk,phrase,3
Ch 5_29_ru,Ch 5,Biz Ḫotanğa baramız,мы идем в Хотан,chg,ru,phrase,3
Ch 5_29_uz,Ch 5,Biz Ḫotanğa baramız,biz Xo'tanga boramiz,chg,uz,phrase,3
Ch 5_29_tr,Ch 5,Biz Ḫotanğa baramız,biz Hotan'a gidiyoruz,chg,tr,phrase,3
Ch 5_30_en,Ch 5,Toḫta häm baradur,Toḫta is also going.,chg,en,phrase,3
Ch 5_30_kk,Ch 5,Toḫta häm baradur,Тоқта да барады,chg,kk,phrase,3
Ch 5_30_ru,Ch 5,Toḫta häm baradur,Тохта тоже идет,chg,ru,phrase,3
Ch 5_30_uz,Ch 5,Toḫta häm baradur,To'xta ham boradi,chg,uz,phrase,3
Ch 5_30_tr,Ch 5,Toḫta häm baradur,Tohta da gidiyor,chg,tr,phrase,3
Ch 5_32_en,Ch 5,Kuçada häm bar,"In Kucha, there are also good horses.",chg,en,phrase,3
Ch 5_32_kk,Ch 5,Kuçada häm bar,Кучада да бар,chg,kk,phrase,3
Ch 5_32_ru,Ch 5,Kuçada häm bar,в Куче тоже есть,chg,ru,phrase,3
Ch 5_32_uz,Ch 5,Kuçada häm bar,Kuchada ham bor,chg,uz,phrase,3
Ch 5_32_tr,Ch 5,Kuçada häm bar,Kuça'da da var,chg,tr,phrase,3
Ch 5_33_en,Ch 5,ḫᵛācalar Kaşǧardın keledür,The khwajas are coming from Kashgar,chg,en,phrase,3
Ch 5_33_kk,Ch 5,ḫᵛācalar Kaşǧardın keledür,қожалар Қашқардан келеді,chg,kk,phrase,3
Ch 5_33_ru,Ch 5,ḫᵛācalar Kaşǧardın keledür,ходжи идут из Кашгара,chg,ru,phrase,3
Ch 5_33_uz,Ch 5,ḫᵛācalar Kaşǧardın keledür,xo'jalar Qashqardan keladi,chg,uz,phrase,3
Ch 5_33_tr,Ch 5,ḫᵛācalar Kaşǧardın keledür,hocalar Kaşgar'dan geliyor,chg,tr,phrase,3
Ch 5_34_en,Ch 5,Rūsiyadın häm keledür,They are also coming from Russia,chg,en,phrase,3
Ch 5_34_kk,Ch 5,Rūsiyadın häm keledür,Ресейден де келеді,chg,kk,phrase,3
Ch 5_34_ru,Ch 5,Rūsiyadın häm keledür,из России тоже идут,chg,ru,phrase,3
Ch 5_34_uz,Ch 5,Rūsiyadın häm keledür,Rossiyadan ham keladi,chg,uz,phrase,3
Ch 5_34_tr,Ch 5,Rūsiyadın häm keledür,Rusya'dan da geliyorlar,chg,tr,phrase,3
Ch 5_35_en,Ch 5,Biz qoy wa ineklerni häm soyamız,"We will slaughter sheep and cows, too.",chg,en,sentence,6
Ch 5_35_kk,Ch 5,Biz qoy wa ineklerni häm soyamız,біз қой мен сиырларды да соямыз,chg,kk,sentence,6
Ch 5_35_ru,Ch 5,Biz qoy wa ineklerni häm soyamız,мы зарежем овец и коров тоже,chg,ru,sentence,6
Ch 5_35_uz,Ch 5,Biz qoy wa ineklerni häm soyamız,biz qo'y va sigirlarni ham so'yamiz,chg,uz,sentence,6
Ch 5_35_tr,Ch 5,Biz qoy wa ineklerni häm soyamız,biz koyun ve inekleri de keseriz,chg,tr,sentence,6
Ch 5_36_en,Ch 5,şol yerde neme qılasız?,What are you doing here?,chg,en,phrase,4
Ch 5_36_kk,Ch 5,şol yerde neme qılasız?,бұл жерде не істейсіз?,chg,kk,phrase,4
Ch 5_36_ru,Ch 5,şol yerde neme qılasız?,что вы здесь делаете?,chg,ru,phrase,4
Ch 5_36_uz,Ch 5,şol yerde neme qılasız?,shu yerda nima qilasiz?,chg,uz,phrase,4
Ch 5_36_tr,Ch 5,şol yerde neme qılasız?,burada ne yapıyorsunuz?,chg,tr,phrase,4
